id,value,feed_id,created_at,lat,lon,ele
0F9QYGBNEB1KQTT5KNVS46ZYN3,101,,2023-04-29 10:13:11 UTC,,,
0F9RF7ARRF919G1BSYXT6REPP8,192,,2023-04-30 01:48:07 UTC,0,0,0
0F9RF7CD69H0SH89EZVH15V4XF,192,,2023-04-30 01:48:12 UTC,0,0,0
0F9RF7DH8Q89B7N6YRY4B64DE8,163,,2023-04-30 01:48:16 UTC,0,0,0
0F9RF7J54RW3B57R69KE632BDC,163,,2023-04-30 01:48:31 UTC,0,0,0
0F9RF7PQ83TCG727J08SR9ZGK5,166,,2023-04-30 01:48:46 UTC,0,0,0
0F9RF7V9AEMTFMWQ1ZVVJVDDQJ,135,,2023-04-30 01:49:01 UTC,0,0,0
0F9RF7ZX98KDT2VZN94NQRQDFD,153,,2023-04-30 01:49:16 UTC,0,0,0
0F9RF84F63HR3ANXRA1H702Y2R,163,,2023-04-30 01:49:31 UTC,0,0,0
0F9RF88DE07FEJ41JDCJ7ME4ZT,156,,2023-04-30 01:49:44 UTC,0,0,0
0F9RF89H8V67Y1TJTKVNBJX1GK,164,,2023-04-30 01:49:48 UTC,0,0,0
0F9RF8C76EY97WX8772J6ER15H,165,,2023-04-30 01:49:57 UTC,0,0,0
0F9RF8J383F53WG499R18WY7T0,165,,2023-04-30 01:50:16 UTC,0,0,0
0F9RF8TD5Q2NE9V9N01QWRP1SM,169,,2023-04-30 01:50:43 UTC,0,0,0
0F9RF8Z94EN8HKJZS2HAXT3SRH,138,,2023-04-30 01:50:59 UTC,0,0,0
0F9RF9065RD0RPVXFMMK7QPM52,166,,2023-04-30 01:51:02 UTC,0,0,0
0F9RF9FQ8QJRX2PYYRWMXATMGB,183,,2023-04-30 01:51:53 UTC,0,0,0
0F9RF9P7E5M66NKDQV6D4DQ0Q7,187,,2023-04-30 01:52:14 UTC,0,0,0
0F9RF9SRM7PWJZW00MF4814W1B,187,,2023-04-30 01:52:26 UTC,0,0,0
0F9RF9ZDAGWXCCXMXJ91TX7704,191,,2023-04-30 01:52:44 UTC,0,0,0
0F9RFA1X6N2KZN28KHVQRR3SW4,156,,2023-04-30 01:52:53 UTC,0,0,0
0F9RFA8QC929W99JCVMFG8F0FM,161,,2023-04-30 01:53:15 UTC,0,0,0
0F9RFAB572HM5MTTNHEPSADXW5,178,,2023-04-30 01:53:23 UTC,0,0,0
0F9RFAFQ8MK499YMHV1FWBFM7H,178,,2023-04-30 01:53:38 UTC,0,0,0
0F9RFAMB6P3HPHBPNN3BQD97AQ,178,,2023-04-30 01:53:53 UTC,0,0,0
0F9RFARXAFYZ3VF1QT0M8DK9WZ,184,,2023-04-30 01:54:08 UTC,0,0,0
0F9RFAXF662BFRZ9J2VTEZD5AB,197,,2023-04-30 01:54:23 UTC,0,0,0
0F9RFB23ANT42W7RGGS4V0VWE6,201,,2023-04-30 01:54:38 UTC,0,0,0
0F9RFB6N63VF4SNH7QC4WPV413,203,,2023-04-30 01:54:53 UTC,0,0,0
0F9RFBB78MZFYY9N3GSHDEES2X,206,,2023-04-30 01:55:08 UTC,0,0,0
0F9RFBFVM0ETQGEJX46SPGAM5S,206,,2023-04-30 01:55:23 UTC,0,0,0
0F9RFBMDCZC6S5K1MFYBSYYZAW,195,,2023-04-30 01:55:38 UTC,0,0,0
0F9RFBRZ50ZZPN4KX9F4Y5DZVY,185,,2023-04-30 01:55:53 UTC,0,0,0
0F9RFC691NX870YZX4K6S66EBW,169,,2023-04-30 01:56:37 UTC,0,0,0
0F9RFC69HZ0Q6Q4ER8SGZQ74QP,189,,2023-04-30 01:56:37 UTC,0,0,0
0F9RFC6CRC0ANHXS9YSBXCG7M7,191,,2023-04-30 01:56:37 UTC,0,0,0
0F9RFCB99DY9DMTHV0686RD0R2,207,146,2023-04-30 01:56:53 UTC,0,0,0
0F9RFCDH8BV66RPF9P8VMDT2RA,209,146,2023-04-30 01:57:00 UTC,0,0,0
0F9RFCGXC16Z80MXSFKA2VQCX5,217,146,2023-04-30 01:57:11 UTC,0,0,0
0F9RFCJV6WKPFMDYKX4FQ3J6R3,219,146,2023-04-30 01:57:18 UTC,0,0,0
0F9RFCN5B4SR5AQX1P26V25TZT,146,146,2023-04-30 01:57:25 UTC,0,0,0
0F9RFCR8KKY75190T510S1R2G2,152,146,2023-04-30 01:57:36 UTC,0,0,0
0F9RFCWXB9VSMVEZZTM8KCE3PG,153,146,2023-04-30 01:57:51 UTC,0,0,0
0F9RFD1F6JRSTTS5E4SZ4P93DT,157,146,2023-04-30 01:58:06 UTC,0,0,0
0F9RFD6QA2X6ZC8QP81QYWXJZT,163,146,2023-04-30 01:58:23 UTC,0,0,0
0F9RFDD6VH23A6MPCE0MFDJENF,170,146,2023-04-30 01:58:44 UTC,0,0,0
0F9RFDGS7E1JZ38QW7RXDT7CZ3,163,146,2023-04-30 01:58:56 UTC,0,0,0
0F9RFDKKQJB6D01KNEF82HW64H,173,146,2023-04-30 01:59:05 UTC,0,0,0
0F9RFDQ38X8VA3497AF9A0QYPS,183,146,2023-04-30 01:59:17 UTC,0,0,0
0F9RFDRSAK1GB85381560XFZKC,188,146,2023-04-30 01:59:22 UTC,0,0,0
0F9RFE735G48FHATTZAA87R5Q3,207,146,2023-04-30 02:00:09 UTC,0,0,0
0F9RFEBQ7TQD18SRZ7QRW77AET,211,146,2023-04-30 02:00:24 UTC,0,0,0
0F9RFEGB73SMFHBXAR9WZ9W11E,213,146,2023-04-30 02:00:39 UTC,0,0,0
0F9RFEMXC37XQMG3KMA2AH9Y5F,214,146,2023-04-30 02:00:54 UTC,0,0,0
0F9RFESF50WAT7QQD9KANCPM07,215,146,2023-04-30 02:01:09 UTC,0,0,0
0F9RFEY17SVTQ9FYDEQCP9VVYV,213,,2023-04-30 02:01:24 UTC,0,0,0
0F9RFF2K802XHFB3P906CKSSYZ,214,,2023-04-30 02:01:39 UTC,0,0,0
0F9RFF777MVJG4J17MDBFCXQAF,216,,2023-04-30 02:01:54 UTC,0,0,0
0F9RFFBSE8QPCXAVF6YNTQAPE1,206,,2023-04-30 02:02:09 UTC,0,0,0
0F9RFFGB7XD6PCV0DN7PDZDDC7,207,,2023-04-30 02:02:24 UTC,0,0,0
0F9RFFMZARMHERMCCY7V1J86VY,210,,2023-04-30 02:02:39 UTC,0,0,0
0F9RFFSH74AW6BVEBXTRQVC40M,209,,2023-04-30 02:02:54 UTC,0,0,0
0F9RFFY3854KDMZA5KTMPZ5XFM,210,,2023-04-30 02:03:09 UTC,0,0,0
0F9RFG2Q8FGHQR01BY44F2VQP6,212,,2023-04-30 02:03:24 UTC,0,0,0
0F9RFG797TNT3VGP8M3KRNX7T6,211,,2023-04-30 02:03:39 UTC,0,0,0
0F9RFGBV894BBQGXFFFNMENAYS,210,,2023-04-30 02:03:54 UTC,0,0,0
0F9RFGGDDB5FYGSCACMJ78CT3P,210,,2023-04-30 02:04:09 UTC,0,0,0
0F9RFGMZ76Y4M22RHDHWZR64P9,211,,2023-04-30 02:04:24 UTC,0,0,0
0F9RFGSK7QXVYH418QAXP98KMR,194,,2023-04-30 02:04:39 UTC,0,0,0
0F9RFGY58JNEVWES55BREQ8DZ9,195,,2023-04-30 02:04:54 UTC,0,0,0
0F9RFH2Q976K0JCJ8CQ73V9VMF,195,,2023-04-30 02:05:09 UTC,0,0,0
0F9RFH798WPWKJP936GKYBQF6T,196,,2023-04-30 02:05:24 UTC,0,0,0
0F9RFHBX7KJYCQ76D89QFG5FDB,196,,2023-04-30 02:05:39 UTC,0,0,0
0F9RFHGF861B0ZP9YDNJZFA4SQ,197,,2023-04-30 02:05:54 UTC,0,0,0
0F9RFHN1D749FHHY7TV2WT72C9,202,,2023-04-30 02:06:09 UTC,0,0,0
0F9RFHSN909DNW8697AT3F3JMP,203,,2023-04-30 02:06:24 UTC,0,0,0
0F9RFJ2BJPH3ZZ1ZTQMTM4TVJX,190,,2023-04-30 02:06:53 UTC,0,0,0
0F9RFJ493X2N1RPQSJ4VJA7DCY,187,,2023-04-30 02:06:59 UTC,0,0,0
0F9RFJ894EJD933CD5045NR45V,206,,2023-04-30 02:07:12 UTC,0,0,0
0F9RFJBB6XCASQWSFD7M2RNT4Q,225,,2023-04-30 02:07:22 UTC,0,0,0
0F9RFJDQP8G04WNAQFZZ4HYPSX,228,,2023-04-30 02:07:30 UTC,0,0,0
0F9RFJEQ6W6HYW20G3H1MVSRVM,228,,2023-04-30 02:07:33 UTC,0,0,0
0F9RFJFS5Z2MWR878YZG0NXAVG,228,,2023-04-30 02:07:37 UTC,0,0,0
0F9RFJSF5Y0YQ4TB85M5A4QZ13,146,,2023-04-30 02:08:09 UTC,0,0,0
0F9RFKQ16TAQJCQ2MVP0PFM1EG,204,,2023-04-30 02:09:46 UTC,0,0,0
0F9RFKYQ67FB01M4NM54F5A6D5,201,,2023-04-30 02:10:11 UTC,0,0,0
0F9RFM1WWSNWZAJCFYHX649E2C,146,,2023-04-30 02:10:21 UTC,0,0,0
0F9RFM3H4QE3174MB7T1T1W1AP,148,,2023-04-30 02:10:26 UTC,0,0,0
0F9RFM9B6XZ2B0E4GP1A03CWN6,151,,2023-04-30 02:10:46 UTC,0,0,0
0F9RFMGZ6S27A5P5MQAWPNRYPK,186,,2023-04-30 02:11:10 UTC,0,0,0
0F9RFMJV4MMV7BYGZJV1QBKH4D,191,,2023-04-30 02:11:17 UTC,0,0,0
