id,value,feed_id,created_at,lat,lon,ele

0F9H8T4XVBK0ABH9692WCP79S7,290,2498292,2023-04-21 03:02:33 UTC,0,0,0
0F9H8T761QYR4J5VJ3B74VHCTX,290,2498292,2023-04-21 03:02:40 UTC,0,0,0
0F9H8TBR3QMTPH466FFFE1HG9K,269,2498292,2023-04-21 03:02:55 UTC,0,0,0
0F9H8TGB23CG7MD6Q4KCWD4704,276,2498292,2023-04-21 03:03:10 UTC,0,0,0
0F9H8TMXJD1P8JB7XXGF5DC2YA,159,2498292,2023-04-21 03:03:25 UTC,0,0,0
0F9H8TSFZ3AA38VE4EG8RMZFN8,172,2498292,2023-04-21 03:03:40 UTC,0,0,0
0F9H8TY37XV3X64X1C899TCGGP,208,2498292,2023-04-21 03:03:55 UTC,0,0,0
0F9H8V2NCB8CPZ1BFM7MNTNDWW,216,2498292,2023-04-21 03:04:10 UTC,0,0,0
0F9H8V78JVZ812H3R2AH19GXJJ,221,2498292,2023-04-21 03:04:25 UTC,0,0,0
0F9H8VBTAT0MF0MXTF6QKWA2BK,224,2498292,2023-04-21 03:04:40 UTC,0,0,0
0F9H8VGD4VZDF7J87JF0Y9QZKM,226,2498292,2023-04-21 03:04:55 UTC,0,0,0
0F9H8VMZM9N8PMCMVEJZ1NFWH8,228,2498292,2023-04-21 03:05:10 UTC,0,0,0
0F9H8VSJHJYVH5T38Y5JH5P8JT,231,2498292,2023-04-21 03:05:25 UTC,0,0,0
0F9H8VY4YJWX46CCE0SEYQSHWN,240,2498292,2023-04-21 03:05:40 UTC,0,0,0
0F9H8W2Q3EVQE8AGM86MYFAJDB,250,2498292,2023-04-21 03:05:55 UTC,0,0,0
0F9H8W7ABKZ6ASBX0NWTHXARCV,252,2498292,2023-04-21 03:06:10 UTC,0,0,0
0F9H8WBWPMCB5EAJ3YZD268MYQ,252,2498292,2023-04-21 03:06:25 UTC,0,0,0
0F9H8WGERPA9193M6013GEA2Z0,253,2498292,2023-04-21 03:06:40 UTC,0,0,0
0F9H8WN26YPX02MQK38T4HYH4R,253,2498292,2023-04-21 03:06:55 UTC,0,0,0
0F9H8WSMAHRQ842RS81PARAVDF,254,2498292,2023-04-21 03:07:10 UTC,0,0,0
0F9H8WY6CR2KYDJN0709Q34X98,255,2498292,2023-04-21 03:07:25 UTC,0,0,0
0F9H8X2T47PDA1R6ZGH5QYACJH,256,2498292,2023-04-21 03:07:40 UTC,0,0,0
